host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified
24668,2009-07-07,"New York, New York, United States",within a few hours,1.0,0.75,True,1.0,True,True
25137,2009-07-10,"New York, New York, United States",within an hour,1.0,0.46,True,1.0,True,True
25183,2009-07-10,"New York, New York, United States",within an hour,1.0,0.95,False,2.0,True,True
25459,2009-07-13,"New York, New York, United States",within a day,0.5,0.98,False,1.0,True,True
26599,2009-07-21,"New York, New York, United States",within a day,0.6,0.75,False,2.0,True,True
26640,2009-07-21,"New York, New York, United States",a few days or more,0.0,0.0,False,2.0,True,True
27848,2009-07-27,"New York, New York, United States",within a few hours,1.0,0.5,False,6.0,True,True
28336,2009-07-28,"Chicago, Illinois, United States",within an hour,1.0,0.97,True,2.0,True,True
29096,2009-08-01,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
32212,2009-08-17,"Vancouver, British Columbia, Canada",within an hour,1.0,0.74,True,1.0,True,True
33510,2009-08-24,Europe,within an hour,0.83,1.0,False,4.0,True,True
35935,2009-09-03,"New York, New York, United States",within an hour,1.0,1.0,False,0.0,True,True
36841,2009-09-07,"New York, New York, United States",within an hour,1.0,0.74,True,1.0,True,True
37879,2009-09-11,"New York, New York, United States",within a day,1.0,0.33,False,1.0,True,False
40275,2009-09-21,"New York, New York, United States",within a few hours,1.0,0.0,True,1.0,True,True
42032,2009-09-29,"New York, New York, United States",within a few hours,1.0,0.33,False,1.0,True,True
46978,2009-10-19,"New York, New York, United States",within a day,0.75,0.81,False,2.0,True,False
47532,2009-10-21,"New York, New York, United States",within a few hours,1.0,0.89,False,3.0,True,True
48165,2009-10-25,"New York, New York, United States",within a day,0.97,0.45,True,1.0,True,True
50124,2009-10-31,"New York, New York, United States",within a day,1.0,0.87,False,1.0,True,False
50148,2009-10-31,"Berkeley, California, United States",within a few hours,0.94,0.89,False,3.0,True,True
51038,2009-11-03,"New York, New York, United States",within an hour,1.0,0.85,False,8.0,True,True
53621,2009-11-12,"Brooklyn, New York, United States",within a day,1.0,0.78,True,2.0,True,True
54255,2009-11-14,"New York, New York, United States",within an hour,0.96,1.0,False,3.0,True,True
54275,2009-11-14,"New York, New York, United States",within a few hours,1.0,0.94,False,3.0,True,True
55121,2009-11-17,"New York, New York, United States",within a few hours,1.0,0.8,True,1.0,True,True
55164,2009-11-17,"New York, New York, United States",within a few hours,1.0,0.8,True,1.0,True,True
55176,2009-11-17,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
56104,2009-11-20,"New York, New York, United States",within an hour,0.9,0.63,False,3.0,True,True
57101,2009-11-24,"New York, New York, United States",within an hour,1.0,0.71,True,1.0,True,True
57994,2009-11-27,"Brooklyn, New York, United States",within a few hours,1.0,0.88,True,1.0,True,True
58225,2009-11-28,"New York, New York, United States",within a day,1.0,0.5,False,1.0,True,True
59734,2009-12-03,"New York, New York, United States",within an hour,1.0,0.94,False,2.0,True,True
60046,2009-12-04,"Los Angeles, California, United States",within an hour,1.0,0.42,True,2.0,True,True
60252,2009-12-05,"New York, New York, United States",within a day,1.0,1.0,True,1.0,True,True
60278,2009-12-05,"New York, New York, United States",within a day,0.89,0.1,False,2.0,True,True
60787,2009-12-07,"New York, New York, United States",within a few hours,0.67,1.0,False,2.0,True,True
61042,2009-12-08,"New York, New York, United States",within an hour,1.0,0.99,False,7.0,True,True
61491,2009-12-09,"New York, New York, United States",within an hour,0.6,0.8,True,2.0,True,True
62345,2009-12-11,"New York, New York, United States",within a few hours,1.0,0.83,True,1.0,True,True
62583,2009-12-12,"New York, New York, United States",within a day,1.0,0.8,False,1.0,True,True
62734,2009-12-13,"New York, New York, United States",within a day,1.0,0.0,False,0.0,True,True
62803,2009-12-13,"New York, New York, United States",within an hour,1.0,0.8,True,4.0,True,False
63588,2009-12-16,"New York, New York, United States",within a day,1.0,0.38,True,2.0,True,True
63613,2009-12-16,"New York, New York, United States",within a few hours,0.9,0.29,False,2.0,True,False
63970,2009-12-17,"New York, New York, United States",within an hour,1.0,0.89,True,0.0,True,True
64442,2009-12-19,"New York, New York, United States",within an hour,0.9,0.96,True,2.0,True,True
64522,2009-12-20,"New York, New York, United States",within an hour,1.0,0.89,False,1.0,True,True
65610,2009-12-25,"Brooklyn, New York, United States",within a few hours,1.0,0.67,False,2.0,True,True
65837,2009-12-26,"New York, New York, United States",within a few hours,1.0,1.0,True,1.0,True,True
66035,2009-12-27,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
66276,2009-12-28,"Brooklyn, New York, United States",within a few hours,0.9,0.6,False,1.0,True,True
67523,2010-01-04,"New York, New York, United States",within a few hours,1.0,0.74,True,2.0,True,True
67778,2010-01-04,"New York, New York, United States",within an hour,1.0,1.0,True,3.0,True,True
69527,2010-01-11,"New York, New York, United States",within an hour,1.0,0.86,True,1.0,True,False
70091,2010-01-12,"New York, New York, United States",within a few hours,1.0,0.55,True,2.0,True,False
71876,2010-01-20,"New York, New York, United States",within a few hours,1.0,1.0,True,1.0,True,True
73549,2010-01-25,"New York, New York, United States",within an hour,0.9,0.75,False,1.0,True,True
74777,2010-01-28,"Longmont, Colorado, United States",within an hour,1.0,0.86,True,4.0,True,True
74857,2010-01-29,"New York, New York, United States",a few days or more,0.0,0.0,False,1.0,True,True
75857,2010-01-31,"New York, New York, United States",within a few hours,1.0,0.9,True,1.0,True,True
78353,2010-02-06,"New York, New York, United States",within a day,1.0,0.89,True,3.0,True,False
81335,2010-02-15,"New York, New York, United States",within a day,0.8,0.68,False,2.0,True,True
82277,2010-02-17,"Brooklyn, New York, United States",within an hour,1.0,0.97,True,0.0,True,True
82930,2010-02-19,"Brooklyn, New York, United States",within an hour,1.0,0.9,True,2.0,True,True
85330,2010-02-25,"Queens, New York, United States",within an hour,1.0,0.98,True,4.0,True,True
87105,2010-03-01,"New York, New York, United States",within a few hours,1.0,1.0,False,2.0,True,True
87473,2010-03-02,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
87773,2010-03-03,"New York, New York, United States",within a few hours,1.0,0.5,False,2.0,True,True
91957,2010-03-12,"New York, New York, United States",within a few hours,1.0,0.75,False,2.0,True,False
92411,2010-03-13,"New York, New York, United States",a few days or more,0.0,1.0,False,2.0,True,True
92788,2010-03-14,"San Miguel de Allende, Guanajuato, Mexico",within an hour,1.0,1.0,False,1.0,True,True
93790,2010-03-15,"New York, New York, United States",within an hour,1.0,0.96,True,2.0,True,True
94669,2010-03-16,"Brooklyn, New York, United States",within an hour,1.0,0.62,True,2.0,True,True
96755,2010-03-21,"New York, New York, United States",within a few hours,1.0,0.5,False,1.0,True,True
101597,2010-03-31,"Stockholm, Stockholm, Sweden",within a few hours,1.0,0.9,True,1.0,True,True
104458,2010-04-06,"New York, New York, United States",within a few hours,1.0,0.94,True,1.0,True,True
107016,2010-04-11,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
107243,2010-04-12,"New York, New York, United States",within an hour,1.0,1.0,False,0.0,True,False
107628,2010-04-12,"New York, New York, United States",within a few hours,1.0,1.0,False,1.0,True,True
109738,2010-04-17,"Philadelphia, Pennsylvania, United States",within an hour,1.0,0.9,False,1.0,True,True
109981,2010-04-17,"New York, New York, United States",within an hour,1.0,0.64,False,2.0,True,True
111466,2010-04-20,"New York, New York, United States",within a day,0.9,0.55,False,1.0,True,True
113919,2010-04-26,"Brooklyn, New York, United States",within a few hours,1.0,0.44,False,3.0,True,True
115307,2010-04-29,"New York, New York, United States",within a day,1.0,1.0,False,1.0,True,True
116382,2010-05-01,"New York, New York, United States",within an hour,1.0,0.79,False,7.0,True,True
116599,2010-05-01,"New York, New York, United States",within a day,1.0,0.2,False,4.0,True,True
117287,2010-05-02,"New York, New York, United States",within an hour,1.0,0.75,True,3.0,True,True
117949,2010-05-03,"New York, New York, United States",within an hour,1.0,0.78,False,1.0,True,True
119441,2010-05-06,"New York, New York, United States",within a day,1.0,0.56,False,3.0,True,True
119588,2010-05-06,"New York, United States",within an hour,1.0,0.78,False,2.0,True,True
124357,2010-05-13,"New York, New York, United States",within a few hours,0.95,0.69,False,3.0,True,True
125857,2010-05-16,"New York, New York, United States",within a few hours,1.0,0.75,False,1.0,True,True
127292,2010-05-18,"New York, New York, United States",within an hour,1.0,0.88,True,1.0,True,True
127608,2010-05-18,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
128669,2010-05-20,"New York, New York, United States",within a few hours,1.0,0.5,False,11.0,True,False
128890,2010-05-20,"New York, New York, United States",within a day,1.0,0.82,True,1.0,True,True
129123,2010-05-21,"San Diego, California, United States",within an hour,1.0,0.49,False,7.0,True,True
130675,2010-05-24,"New York, New York, United States",within a few hours,1.0,1.0,True,1.0,True,True
130901,2010-05-24,"New York, New York, United States",within an hour,1.0,0.78,True,1.0,True,True
131914,2010-05-25,"Newburgh, New York, United States",within a few hours,1.0,0.86,False,1.0,True,True
132132,2010-05-25,"New York, New York, United States",within an hour,1.0,1.0,False,3.0,True,True
136227,2010-06-01,"New York, New York, United States",within a day,1.0,0.96,False,1.0,True,True
137814,2010-06-03,"New York, New York, United States",within an hour,1.0,0.99,False,3.0,True,True
137974,2010-06-03,"Brooklyn, New York, United States",within a day,1.0,0.95,True,3.0,True,True
141300,2010-06-09,"New York, New York, United States",within a few hours,1.0,1.0,False,1.0,True,True
141914,2010-06-10,"New York, New York, United States",within a day,1.0,0.0,False,2.0,True,True
141933,2010-06-10,"Brooklyn, NY",within an hour,1.0,0.96,False,1.0,True,True
143027,2010-06-12,"New York, New York, United States",within a day,1.0,1.0,True,1.0,True,True
143048,2010-06-12,"New York, New York, United States",a few days or more,0.4,0.17,False,2.0,True,True
143460,2010-06-13,"Brooklyn, New York, United States",within an hour,0.9,0.75,False,3.0,True,True
143476,2010-06-13,"New York, New York, United States",within a day,0.83,0.7,False,3.0,True,True
148108,2010-06-20,"New York, New York, United States",a few days or more,0.2,0.56,False,1.0,True,True
149929,2010-06-22,"New York, New York, United States",within an hour,1.0,0.94,True,5.0,True,True
155297,2010-06-29,"Waukee, Iowa, United States",within a day,1.0,0.8,False,0.0,True,False
156734,2010-07-02,"New York, New York, United States",within an hour,1.0,0.75,False,0.0,True,True
156935,2010-07-02,"New York, New York, United States",within an hour,1.0,0.7,True,2.0,True,True
157241,2010-07-02,"New York, New York, United States",within a few hours,1.0,1.0,False,1.0,True,True
160356,2010-07-07,"New York, New York, United States",within an hour,1.0,1.0,True,2.0,True,True
164781,2010-07-12,"New York, New York, United States",within an hour,1.0,0.5,True,2.0,True,True
166634,2010-07-14,"New York, New York, United States",within an hour,1.0,0.97,False,5.0,True,True
168417,2010-07-16,"New York, New York, United States",within a few hours,1.0,1.0,False,2.0,True,True
168525,2010-07-16,"New York, New York, United States",within an hour,1.0,0.97,False,2.0,True,True
171250,2010-07-18,"Los Angeles, California, United States",within a day,1.0,0.0,False,1.0,True,True
172672,2010-07-19,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
172741,2010-07-19,"New York, New York, United States",within a day,0.71,0.43,False,1.0,True,True
173218,2010-07-19,"New York, New York, United States",within a few hours,0.91,0.78,True,2.0,True,True
173729,2010-07-19,United States,within a few hours,0.83,0.88,False,1.0,True,True
176836,2010-07-21,"New York, New York, United States",a few days or more,0.0,1.0,False,1.0,True,True
177233,2010-07-22,"New York, New York, United States",within an hour,1.0,0.7,True,1.0,True,True
177846,2010-07-22,"New York, New York, United States",within an hour,1.0,0.87,False,2.0,True,True
177922,2010-07-22,"New York, New York, United States",within an hour,1.0,0.0,False,1.0,True,True
179296,2010-07-24,"New York, New York, United States",within an hour,1.0,0.67,True,1.0,True,False
181581,2010-07-26,"New York, New York, United States",within an hour,1.0,0.6,False,1.0,True,True
181756,2010-07-26,"New York, New York, United States",within a few hours,1.0,0.75,True,1.0,True,True
182670,2010-07-27,"London, England, United Kingdom",within an hour,1.0,1.0,False,7.0,True,True
183504,2010-07-28,"New York, New York, United States",within a day,1.0,0.25,True,1.0,True,False
184755,2010-07-29,"New York, New York, United States",within a day,1.0,0.5,False,0.0,True,False
185364,2010-07-30,"New York, New York, United States",within an hour,1.0,0.67,False,1.0,True,True
185446,2010-07-30,"New York, New York, United States",within an hour,1.0,1.0,False,0.0,True,False
185745,2010-07-30,"Italy, New York, United States",within a few hours,1.0,0.0,False,3.0,True,True
185978,2010-07-30,"New York, New York, United States",within a day,1.0,0.0,True,1.0,True,True
186084,2010-07-30,"New York, New York, United States",within a few hours,0.9,0.38,False,0.0,True,True
188896,2010-08-02,"Brooklyn, New York, United States",within a day,0.9,0.92,False,2.0,True,False
190239,2010-08-03,"Brooklyn, NY",within an hour,1.0,0.92,True,1.0,True,True
191091,2010-08-04,"New York, New York, United States",within an hour,1.0,0.72,True,2.0,True,True
193637,2010-08-06,"New York, New York, United States",within a day,0.6,0.33,False,3.0,True,True
194719,2010-08-08,"New York, New York, United States",within a few hours,1.0,1.0,False,0.0,True,True
197286,2010-08-10,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
199392,2010-08-12,"New York, New York, United States",within a few hours,1.0,0.56,False,1.0,True,True
202285,2010-08-15,"New York, New York, United States",within an hour,1.0,0.88,False,1.0,True,True
204539,2010-08-17,"New York, New York, United States",within a few hours,0.9,0.33,False,5.0,True,True
206115,2010-08-19,"Queens, New York, United States",within an hour,1.0,0.89,True,0.0,True,False
208565,2010-08-21,"New York, New York, United States",within an hour,1.0,0.96,False,2.0,True,True
210294,2010-08-23,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,False
210746,2010-08-23,"New York, New York, United States",within an hour,1.0,1.0,False,3.0,True,True
211877,2010-08-24,"New York, New York, United States",within an hour,1.0,1.0,True,2.0,True,True
213020,2010-08-25,"New York, New York, United States",within an hour,1.0,0.92,True,2.0,True,True
215764,2010-08-28,"New York, New York, United States",a few days or more,0.0,1.0,False,1.0,True,True
216191,2010-08-29,"New York, New York, United States",within a few hours,1.0,0.7,True,5.0,True,True
219078,2010-08-31,"Brooklyn, NY",within a day,0.5,0.0,False,0.0,True,True
219313,2010-08-31,"New York, New York, United States",within an hour,1.0,0.8,False,1.0,True,True
221873,2010-09-02,"New York, New York, United States",within an hour,1.0,0.96,True,2.0,True,True
226077,2010-09-06,"New York, New York, United States",within a day,0.88,0.74,False,3.0,True,True
235719,2010-09-15,"New York, New York, United States",within an hour,1.0,0.5,False,1.0,True,True
238113,2010-09-18,"New York, New York, United States",within a day,1.0,0.71,False,2.0,True,True
240048,2010-09-20,"New York, New York, United States",within a few hours,1.0,0.67,False,2.0,True,True
240471,2010-09-20,"New York, New York, United States",within a day,1.0,0.0,False,2.0,True,True
240878,2010-09-20,"New York, New York, United States",a few days or more,0.0,0.5,False,0.0,True,True
248490,2010-09-29,"New York, New York, United States",within a few hours,1.0,0.98,True,2.0,True,False
252121,2010-10-03,"New York, New York, United States",within a day,1.0,0.81,False,2.0,True,True
252361,2010-10-03,"New York, New York, United States",within an hour,1.0,0.96,True,2.0,True,True
254846,2010-10-06,"New York, New York, United States",within an hour,1.0,0.84,False,4.0,True,True
256161,2010-10-07,"New York, New York, United States",within a few hours,0.9,0.97,False,5.0,True,True
257306,2010-10-09,"New York, New York, United States",within a day,1.0,0.86,True,1.0,True,False
257315,2010-10-09,"Los Angeles, California, United States",within a few hours,1.0,0.0,False,1.0,True,True
258674,2010-10-11,"New York, New York, United States",within an hour,1.0,1.0,True,2.0,True,True
260537,2010-10-13,"New York, New York, United States",within an hour,1.0,0.96,True,4.0,True,True
262812,2010-10-15,"New York, New York, United States",within a few hours,1.0,0.83,False,1.0,True,True
263500,2010-10-16,"New York, New York, United States",within a few hours,1.0,0.81,False,2.0,True,True
263510,2010-10-16,"New York, New York, United States",within an hour,1.0,0.5,False,1.0,True,True
263882,2010-10-17,"New York, New York, United States",within an hour,1.0,0.83,True,3.0,True,True
265152,2010-10-18,"New York, New York, United States",within a day,1.0,0.0,False,3.0,True,True
267955,2010-10-21,"New York, New York, United States",within a day,1.0,1.0,True,1.0,True,True
268014,2010-10-21,"New York, New York, United States",within an hour,0.93,0.87,False,0.0,True,True
270404,2010-10-25,"New York, New York, United States",within an hour,1.0,0.33,True,1.0,True,True
271527,2010-10-26,"New York, New York, United States",within an hour,1.0,0.88,False,2.0,True,True
272006,2010-10-26,"New York, New York, United States",within an hour,0.99,0.99,True,13.0,True,False
274333,2010-10-29,"New York, New York, United States",within an hour,1.0,0.85,True,3.0,True,True
274557,2010-10-30,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
275578,2010-10-31,"New York, New York, United States",within an hour,1.0,0.86,True,1.0,True,True
276078,2010-11-01,"New York, New York, United States",within a few hours,1.0,0.92,False,1.0,True,True
276207,2010-11-01,"New York, New York, United States",within an hour,1.0,0.0,False,1.0,True,True
276291,2010-11-01,"New York, New York, United States",within an hour,1.0,0.98,False,2.0,True,True
277379,2010-11-03,"New York, New York, United States",within an hour,1.0,0.96,True,2.0,True,True
278393,2010-11-04,"New York, New York, United States",within a few hours,1.0,0.81,True,3.0,True,True
281229,2010-11-08,"New York, New York, United States",within an hour,1.0,0.92,True,2.0,True,True
282655,2010-11-09,"Brooklyn, New York, United States",within an hour,1.0,0.94,True,4.0,True,True
283944,2010-11-11,"New York, New York, United States",within an hour,1.0,0.97,True,2.0,True,True
287733,2010-11-15,"New Orleans, Louisiana, United States",within an hour,1.0,1.0,False,3.0,True,True
288711,2010-11-16,"Los Angeles, California, United States",within an hour,0.9,0.98,False,1.0,True,True
289135,2010-11-16,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,False
289653,2010-11-17,"Maroubra, New South Wales, Australia",within a day,1.0,0.36,False,1.0,True,True
290055,2010-11-17,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
290662,2010-11-18,"New York, New York, United States",within an hour,1.0,0.71,True,2.0,True,False
290845,2010-11-18,US,within a day,0.67,0.6,False,3.0,True,True
290908,2010-11-18,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
292204,2010-11-19,"New York, New York, United States",within a few hours,1.0,0.83,True,3.0,True,True
292522,2010-11-19,"New York, New York, United States",within an hour,1.0,0.63,True,3.0,True,True
292630,2010-11-20,"New York, New York, United States",within an hour,1.0,1.0,True,2.0,True,True
294307,2010-11-21,"San Francisco, California, United States",within a day,0.5,0.92,True,1.0,True,True
295128,2010-11-22,"New York, New York, United States",within an hour,1.0,0.78,False,7.0,True,True
296491,2010-11-23,"Brooklyn, New York, United States",within an hour,1.0,0.92,True,2.0,True,False
297762,2010-11-24,"East Hampton, New York, United States",within a day,0.8,0.55,False,3.0,True,True
299090,2010-11-25,"New York, New York, United States",within an hour,0.93,0.75,True,2.0,True,True
299752,2010-11-26,"New York, New York, United States",within a day,1.0,1.0,False,1.0,True,True
301836,2010-11-27,"Staten Island, New York, United States",within a day,0.75,0.6,True,3.0,True,True
302544,2010-11-28,"New York, New York, United States",a few days or more,0.0,0.0,False,1.0,True,False
302885,2010-11-28,"New York, New York, United States",within a few hours,1.0,0.6,False,3.0,True,True
303926,2010-11-29,"New York, New York, United States",within a few hours,0.75,0.5,False,2.0,True,True
303939,2010-11-29,"New York, New York, United States",a few days or more,0.08,0.89,False,5.0,True,True
306739,2010-12-01,"Brooklyn, New York, United States",within a few hours,1.0,0.78,True,3.0,True,True
308930,2010-12-03,"Brooklyn, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
309329,2010-12-04,"New York, New York, United States",within a day,1.0,0.64,True,1.0,True,True
310296,2010-12-05,"Brooklyn, New York, United States",within a day,1.0,0.71,False,2.0,True,True
310670,2010-12-05,"New York, New York, United States",within a few hours,1.0,0.88,True,11.0,True,False
312288,2010-12-07,"New York, New York, United States",a few days or more,0.2,0.33,False,1.0,True,True
313300,2010-12-08,"New York, New York, United States",within a day,1.0,1.0,False,0.0,True,True
314941,2010-12-10,"New York, New York, United States",within an hour,1.0,0.74,True,3.0,True,True
315401,2010-12-10,"New York, New York, United States",within an hour,1.0,0.91,True,4.0,True,True
315449,2010-12-10,"Berkeley, California, United States",within a few hours,0.67,1.0,False,0.0,True,False
315824,2010-12-11,"New York, New York, United States",within an hour,1.0,0.96,True,0.0,True,True
316474,2010-12-12,"New York, New York, United States",within a few hours,0.9,0.68,False,1.0,True,True
318729,2010-12-14,"New York, New York, United States",within a day,1.0,0.0,False,1.0,True,True
318770,2010-12-14,"New York, New York, United States",within an hour,0.88,0.86,False,0.0,True,True
320284,2010-12-16,"New York, New York, United States",within a few hours,1.0,0.77,False,0.0,True,True
320538,2010-12-16,"New York, New York, United States",within a day,1.0,0.88,False,1.0,True,True
320761,2010-12-16,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
323537,2010-12-20,"New York, New York, United States",a few days or more,0.0,0.5,False,2.0,True,False
324628,2010-12-21,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
326465,2010-12-24,"New York, New York, United States",a few days or more,0.2,0.8,False,1.0,True,True
327033,2010-12-25,"New York, New York, United States",within an hour,1.0,0.5,False,5.0,True,False
327489,2010-12-26,"Brooklyn, New York, United States",within a day,1.0,0.6,False,1.0,True,True
329436,2010-12-28,"Brooklyn, New York, United States",within an hour,1.0,0.86,True,2.0,True,True
330347,2010-12-29,"New York, New York, United States",within a few hours,1.0,0.88,True,1.0,True,True
331328,2010-12-31,"New York, New York, United States",within a day,1.0,0.8,False,3.0,True,True
331579,2010-12-31,"New York, New York, United States",within an hour,1.0,0.63,False,3.0,True,False
333712,2011-01-03,"New York, New York, United States",within a day,1.0,0.67,False,1.0,True,True
335046,2011-01-04,"New York, New York, United States",within a few hours,1.0,0.33,True,4.0,True,True
335272,2011-01-04,"Boston, Massachusetts, United States",within a day,1.0,0.5,False,1.0,True,True
342486,2011-01-10,"New York, New York, United States",within a day,1.0,0.75,False,0.0,True,True
344035,2011-01-11,"New York, New York, United States",within a day,0.8,0.89,True,14.0,True,True
344583,2011-01-12,"New York, New York, United States",within an hour,1.0,0.93,True,1.0,True,True
346356,2011-01-13,"New York, New York, United States",within a day,0.88,0.85,False,2.0,True,False
347642,2011-01-14,"Homestead, Florida, United States",within an hour,0.9,0.96,False,5.0,True,True
349772,2011-01-16,"New York, New York, United States",within an hour,1.0,1.0,True,1.0,True,True
351465,2011-01-17,"New York, New York, United States",within a few hours,1.0,0.78,True,2.0,True,False
352168,2011-01-18,"New York, New York, United States",within a day,1.0,0.67,False,2.0,True,True
354887,2011-01-20,"Brooklyn, New York, United States",within an hour,1.0,0.92,True,5.0,True,True
355548,2011-01-20,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
357117,2011-01-22,"New York, New York, United States",within a day,0.8,0.8,False,1.0,True,True
361008,2011-01-24,"New York, New York, United States",within an hour,1.0,0.75,False,0.0,True,True
361989,2011-01-25,"Brooklyn, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
363834,2011-01-26,"New York, New York, United States",within a day,0.8,0.8,True,1.0,True,True
364955,2011-01-27,"New York, New York, United States",within a few hours,1.0,0.5,True,2.0,True,True
369015,2011-01-30,"New Jersey, United States",within an hour,1.0,0.8,False,2.0,True,True
374503,2011-02-02,"Brooklyn, New York, United States",within an hour,1.0,0.93,True,2.0,True,True
377287,2011-02-04,"Bergen, Hordaland, Norway",within a few hours,1.0,1.0,False,1.0,True,True
380838,2011-02-07,"New York, New York, United States",within a few hours,0.83,0.61,False,1.0,True,True
384430,2011-02-09,"New York, New York, United States",within an hour,1.0,1.0,False,3.0,True,False
389899,2011-02-13,"New York, New York, United States",within an hour,0.9,1.0,False,3.0,True,True
389924,2011-02-13,"New York, New York, United States",within a day,0.8,0.46,False,2.0,True,True
392929,2011-02-15,"New York, New York, United States",within a day,1.0,0.46,True,1.0,True,True
393107,2011-02-15,"Brooklyn, New York, United States",within an hour,1.0,0.5,False,1.0,True,True
393473,2011-02-15,"New York, New York, United States",within an hour,1.0,0.91,True,1.0,True,True
397386,2011-02-17,"New York, New York, United States",within an hour,0.93,0.74,False,1.0,True,True
401696,2011-02-20,"New York, New York, United States",within a few hours,1.0,0.81,True,1.0,True,True
405090,2011-02-22,"New York, New York, United States",within a day,1.0,1.0,False,1.0,True,True
405908,2011-02-23,"New York, New York, United States",within an hour,1.0,0.91,True,1.0,True,True
407078,2011-02-23,"New York, New York, United States",a few days or more,0.0,0.55,False,3.0,True,True
408485,2011-02-24,"New York, New York, United States",within an hour,1.0,0.94,True,2.0,True,True
409766,2011-02-25,"New York, New York, United States",within an hour,1.0,1.0,False,1.0,True,True
411697,2011-02-26,"New York, New York, United States",within a few hours,1.0,0.92,True,1.0,True,True
417504,2011-03-01,"Brooklyn, New York, United States",within an hour,1.0,0.97,True,27.0,True,True
427019,2011-03-07,"New York, New York, United States",within a day,1.0,0.5,False,1.0,True,True
428210,2011-03-07,"New York, New York, United States",within a day,0.6,0.94,False,1.0,True,True
432107,2011-03-09,"New York, New York, United States",within a few hours,0.83,0.62,True,1.0,True,True
433917,2011-03-10,"New York, New York, United States",within a day,0.91,0.5,False,1.0,True,True
